address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"225 East 86th Street, 1101, Manhattan, NY 10028",YORKVILLE,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93819/48036017?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Wall Street, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,3630,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/96394/50524882?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"24-20 35 Street, 2, Queens, NY 11103",ASTORIA,CONDO,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,4,1,Not listed,Not listed,Courtesy of Highline Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"345 West 30th Street, 4A, Manhattan, NY 10001",CHELSEA,TOWNHOUSE,3325,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93802/45726861?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"4 South Pinehurst Avenue, 4F, Manhattan, NY 10033",WASHINGTON HEIGHTS,CONDO,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93796/48163917?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"658 West 188th Street, 1B, Manhattan, NY 10040",WASHINGTON HEIGHTS,CONDO,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93795/48052149?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"201 West 72nd Street, 7I, Manhattan, NY 10023",UPPER WEST SIDE,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93963/45737300?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"658 Schenck Avenue, 2, Brooklyn, NY 11207",NEW LOTS,TOWNHOUSE,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93962/45721533?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"265 East 78th Street, 6C, Manhattan, NY 10075",UPPER EAST SIDE,TOWNHOUSE,2575,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93960/45720790?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"180 Bainbridge Street, 105, Brooklyn, NY 11233",BEDFORD-STUYVESANT,TOWNHOUSE,2895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93958/45720807?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1734 Amsterdam Avenue, 4S, Manhattan, NY 10031",MANHATTAN,TOWNHOUSE,2725,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93957/45727707?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"104 Forsyth Street, 12, Manhattan, NY 10002",LOWER EAST SIDE,TOWNHOUSE,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93955/45727716?w=3840&q=75,2,2,1,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"250 West 93rd Street, PHA, Manhattan, NY 10025",UPPER WEST SIDE,CONDO,8995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93949/45922492?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"4540 Center Boulevard, 902, Queens, NY 11109",LONG ISLAND CITY,CONDO,3855,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93815/47694109?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Serene Powers Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"86 Christopher Street, PH, Manhattan, NY 10014",WEST VILLAGE,TOWNHOUSE,7950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93931/45715110?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Sothebys International Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"350 West 14 Street, 2G, Manhattan, NY 10014",WEST VILLAGE,CONDO,4950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Highline Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"3 West 13th Street, 3, Manhattan, NY 10011",GREENWICH VILLAGE,CONDO,13500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93925/45721265?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"330 East 49th Street, 6G, Manhattan, NY 10017",TURTLE BAY,CONDO,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93924/45743574?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of A I Broadway Realty Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"40 East 64th Street, 8, Manhattan, NY 10021",LENOX HILL,CONDO,3150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93922/47948759?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"55 West 17th Street, 704, Manhattan, NY 10011",FLATIRON,CONDO,16000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93920/45721355?w=3840&q=75,3,3,1,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"215 East 81st Street, 3D, Manhattan, NY 10028",UPPER EAST SIDE,CONDO,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93914/47945816?w=3840&q=75,1,2,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"171 Chrystie Street, 16C, Manhattan, NY 10002",LOWER EAST SIDE,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93909/47692555?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"120 Christopher St., 1, Manhattan, NY 10014",WEST VILLAGE,TOWNHOUSE,4495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93910/45727752?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"220 East 87th Street, 5F, Manhattan, NY 10028",UPPER EAST SIDE,CO-OP,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93905/45846164?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"241 Henry Street, 3B, Manhattan, NY 10002",LOWER EAST SIDE,CONDO,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93904/48113743?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"385 Vernon Avenue, 1B, Brooklyn, NY 11206",BEDFORD STUYVESANT,TOWNHOUSE,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93903/45769188?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Bh Brokerage Group,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"390 Fifth Avenue, 3B, Brooklyn, NY 11215",PARKLAND,CONDO,3600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93902/47934246?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"6 West 14th Street, 3A, Manhattan, NY 10011",GREENWICH VILLAGE,CONDO,10500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93896/45769211?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"101 Diamond Street, GARDEN APT., Brooklyn, NY 11222",GREENPOINT,TOWNHOUSE,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93895/45720375?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Brick Mortar Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"116 Roebling Street, 4, Brooklyn, NY 11211",WILLIAMSBURG,CONDO,5750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93894/48028843?w=3840&q=75,4,2,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"363 West 22nd Street, 3, Manhattan, NY 10011",CHELSEA,TOWNHOUSE,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93893/45709238?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Sothebys International Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"190 Spring Street, 1, Manhattan, NY 10012",SOHO,TOWNHOUSE,7500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93892/45960790?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Coldwell Banker Warburg,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"247 West 46th Street, 3501, Manhattan, NY 10036",MIDTOWN,CONDO,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93890/48100573?w=3840&q=75,1,2,1,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"600 West 157th Street, 24, Manhattan, NY 10032",WASHINGTON HEIGHTS,TOWNHOUSE,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93889/45727836?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"330 East 35th Street, 51, Manhattan, NY 10016",MURRAY HILL,CONDO,2995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93888/45769219?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"334 East 100th Street, 3B, Manhattan, NY 10029",UPPER EAST SIDE,TOWNHOUSE,4295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93887/45727819?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"99 Gold Street, 3A, Brooklyn, NY 11201",BROOKLYN,CONDO,4695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93886/47934256?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 48th Street, Manhattan, NY 10017",TURTLE BAY,CONDO,5170,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/96486/50524829?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"100 West 139th Street, 40, Manhattan, NY 10037",HARLEM,TOWNHOUSE,3495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93816/45727972?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"167 Ludlow Street, 1D, Manhattan, NY 10002",LOWER EAST SIDE,TOWNHOUSE,3195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93818/45727980?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"2300 Fifth Avenue, 8C, Manhattan, NY 10037",HARLEM,CONDO,2395,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93876/45769234?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"572 Eleventh Avenue, 3N, Manhattan, NY 10036",MIDTOWN WEST,TOWNHOUSE,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93828/45727928?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"31 Prince Street, 3C, Manhattan, NY 10012",NOLITA,TOWNHOUSE,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93817/45727976?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"330 East 35th Street, 42, Manhattan, NY 10016",MURRAY HILL,TOWNHOUSE,4195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93878/45727862?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"630 First Avenue, 17K, Manhattan, NY 10016",MURRAY HILL,CONDO,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93877/48165200?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"31 Prince Street, 5A, Manhattan, NY 10012",NOLITA,TOWNHOUSE,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93829/45727931?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"90 William Street, 15H, Manhattan, NY 10038",FINANCIAL DISTRICT,CONDO,5600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93866/45874105?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"31 East 31st Street, 5B, Manhattan, NY 10016",NOMAD,TOWNHOUSE,4450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93861/45704977?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1688 Bergen Street, 1, Brooklyn, NY 11233",WEEKSVILLE,TOWNHOUSE,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93860/45705149?w=3840&q=75,3,2,Not listed,Not listed,Not listed,Not listed
"434 West 19th Street, PHB, Manhattan, NY 10011",CHELSEA,TOWNHOUSE,5250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93859/45731187?w=3840&q=75,1,2,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"116 John Street, 288, Manhattan, NY 10038",FINANCIAL DISTRICT,CONDO,3665,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93856/45991657?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"230 East 32nd Street, D, Manhattan, NY 10016",MURRAY HILL,TOWNHOUSE,4350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93855/45727866?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"116 John Street, 2707, Manhattan, NY 10038",FINANCIAL DISTRICT,CONDO,3758,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"116 John Street, 1903, Manhattan, NY 10038",FINANCIAL DISTRICT,TOWNHOUSE,5995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93847/45712600?w=3840&q=75,1,2,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"240 East 86th Street, 19B, Manhattan, NY 10028",UPPER EAST SIDE,CONDO,6394,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93845/48119282?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"230 East 32nd Street, 3C, Manhattan, NY 10016",MURRAY HILL,TOWNHOUSE,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93842/45727890?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"230 East 32nd Street, A, Manhattan, NY 10016",MURRAY HILL,TOWNHOUSE,2995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93841/45727882?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Real New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"137 West 137th Street, 6D, Manhattan, NY 10030",WEST HARLEM,CONDO,1795,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/93797/45904605?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Bohemia Realty Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"97-10 Rockaway Beach Boulevard, 3, Queens, NY 11693",BELLE HARBOR,RESIDENTIAL,1950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727470/mediarouting.vestahub.com/Media/140350388?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"150 East 57th Street, 16B, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,6450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727441/mediarouting.vestahub.com/Media/140348873?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"401 East 34th Street, N27D, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,4309,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727386/mediarouting.vestahub.com/Media/140337825?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"259 West 12th Street, 5A, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727273/mediarouting.vestahub.com/Media/140325859?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"452 Ft Washington Avenue, 13, Manhattan, NY 10033",WASHINGTON HEIGHTS,APARTMENT BUILDING,3400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1 Wall Street Court, 809, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/770/mediarouting.vestahub.com/Media/119701746?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"402 East 90th Street, 11G, Manhattan, NY 10128",YORKVILLE,CONDO,7100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727195/mediarouting.vestahub.com/Media/140350244?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"612 West 188th Street, 54, Manhattan, NY 10040",FORT GEORGE,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,1,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"313 West 138th Street, 2, Manhattan, NY 10030",CENTRAL HARLEM,MULTI-FAMILY TOWNHOUSE,1800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"145 East 48th Street, 16A, Manhattan, NY 10017",MIDTOWN EAST,CONDO,3990,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7722968/mediarouting.vestahub.com/Media/140325589?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"East 39th Street, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,4795,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2286875/mediarouting.vestahub.com/Media/140534113?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 80th Street, Manhattan, NY 10075",YORKVILLE,APARTMENT BUILDING,4791,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2286973/mediarouting.vestahub.com/Media/140586362?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"East 102Nd Street, Manhattan, NY 10029",EAST HARLEM,APARTMENT BUILDING,4949,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2286847/mediarouting.vestahub.com/Media/140529634?w=3840&q=75,3,2,Not listed,Not listed,Not listed,Not listed
"West 62Nd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,14302,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2285486/mediarouting.vestahub.com/Media/140366494?w=3840&q=75,2,2,1,Not listed,Not listed,Not listed
"30-84 30th Street, Long Island City, NY 11102",LONG ISLAND CITY,RENTAL,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3520814/389e10f95d2a9226876520f319259c9b?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Realty Executives Today,Not listed
"1016 Greene Avenue, Bedford-Stuyvesant, NY 11221",BEDFORD-STUYVESANT,RENTAL,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3520765/6f58f7d16cf8d77ae399250f7604d3a8?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Jbarnes Associates Inc,Not listed
