address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"11 East 128th Street, 3, Manhattan, NY 10035",CENTRAL HARLEM,CONDO,1975,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136320/47973566?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"319 East 95th Street, A14, Manhattan, NY 10128",MANHATTAN,CONDO,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136319/47934196?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"319 E 83rd St., 1C, Manhattan, NY 10028",UPPER EAST SIDE,CONDO,3350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136318/47934189?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"313 East 95th Street, A20, Manhattan, NY 10128",MANHATTAN,CONDO,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136317/47934180?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"185 Norman Avenue, 2, Brooklyn, NY 11222",GREENPOINT,TOWNHOUSE,4100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136315/48109328?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Daniel Gale Sothebys International Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"75 16th Street, 3, Brooklyn, NY 11215",GOWANUS,CONDO,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136302/47967859?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"237 Madison Avenue, 1206, Manhattan, NY 10016",MURRAY HILL,CONDO,3350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136293/47934206?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"415 58th Street, 2, Brooklyn, NY 11220",SUNSET PARK,MULTI-FAMILY TOWNHOUSE,2850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7730551/mediarouting.vestahub.com/Media/140514277?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"372 Central Park West, 3J, Manhattan, NY 10025",UPPER WEST SIDE,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7723417/mediarouting.vestahub.com/Media/140477975?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"35 West 33rd Street, 8E, Manhattan, NY 10001",MIDTOWN SOUTH,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136907/48056465?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"244 Madison Avenue, 3FE, Manhattan, NY 10016",MIDTOWN,CO-OP,8000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136846/48105210?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"429 East 73 Street, 4RE, Manhattan, NY 10021",UPPER EAST SIDE,CONDO,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136525/48051862?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"11 West 116th Street, 11C, Manhattan, NY 10026",SOUTH HARLEM,CONDO,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136312/47909772?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"150 West 74th Street, 1F, Manhattan, NY 10023",UPPER WEST SIDE,CONDO,2732,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136305/47906044?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 95th Street, Manhattan, NY 10128",YORKVILLE,CONDO,4590,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143964/52970041?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1280 Herkimer Street, 1, Brooklyn, NY 11233",OCEAN HILL,TOWNHOUSE,4499,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136304/47903766?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Serhant Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Park Avenue, Manhattan, NY 10016",MURRAY HILL,CONDO,3970,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143959/52852330?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"214 Riverside Drive, 114, Manhattan, NY 10025",UPPER WEST SIDE,CO-OP,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136301/47906728?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"260 West 52nd Street, 15L, Manhattan, NY 10019",MIDTOWN WEST,CONDO,3341,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136660/48038637?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"21 West Street, 23E, Manhattan, NY 10006",FINANCIAL DISTRICT,CONDO,4612,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136646/48175811?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 54th Street, Manhattan, NY 10019",HELLS KITCHEN,CONDO,5960,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143957/52970075?w=3840&q=75,2,2,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"212 East 47th Street, 16E, Manhattan, NY 10017",TURTLE BAY,CONDO,5400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136295/48041027?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 13th Street, Manhattan, NY 10003",EAST VILLAGE,CONDO,5250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143949/52960036?w=3840&q=75,2,2,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 34th Street, Manhattan, NY 10016",MURRAY HILL,CONDO,3980,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143945/52839060?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"60 West 76th Street, 6D, Manhattan, NY 10023",UPPER WEST SIDE,CONDO,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136288/47930222?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 54th Street, Manhattan, NY 10022",MIDTOWN EAST,CONDO,4650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143940/52952399?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"70 Pine Street, 4504, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,8622,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136287/48145826?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"70 Pine Street, 3205, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,8257,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136285/48120116?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"150 East 44th Street, 42E, Manhattan, NY 10017",TURTLE BAY,CONDO,4950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136273/48118814?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Riverside Boulevard, Manhattan, NY 10069",LINCOLN SQ,CONDO,4380,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143924/52829102?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"606 West 57th Street, 3305, Manhattan, NY 10019",MIDTOWN WEST,CONDOP,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136271/47858311?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Realmart Realty Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"301 East 66th Street, 15K, Manhattan, NY 10065",LENOX HILL,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7730328/mediarouting.vestahub.com/Media/140475791?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"252 Broadway, 4F, Brooklyn, NY 11211",WILLIAMSBURG,APARTMENT BUILDING,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7727858/mediarouting.vestahub.com/Media/140498888?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2316 Clarendon Road, 3D, Brooklyn, NY 11226",FLATBUSH,APARTMENT BUILDING,2613,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"111 Ralph Avenue, 2, Bedford-Stuyvesant, NY 11221",BEDFORD-STUYVESANT,RENTAL,3150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3522715/13edeebcb65fc5bb2d42d74b262e25a2?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Exp Realty,Not listed
"765 Hancock Street, 1, Brooklyn, NY 11233",BEDFORD-STUYVESANT,CONDO,2950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136954/48155525?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"138 Washington Avenue, 2, Brooklyn, NY 11205",CLINTON HILL,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136299/48074072?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"362 11th Street, 1, Brooklyn, NY 11215",PARK SLOPE,CONDO,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136296/47854750?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"75 West 126th Street, 1, Manhattan, NY 10027",CENTRAL HARLEM,CONDO,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136267/47854291?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"351 7th Avenue, 2, Brooklyn, NY 11215",PARK SLOPE,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136265/48159362?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1561 Carroll Street, 1, Brooklyn, NY 11213",CROWN HEIGHTS,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136263/48048057?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1069 1st Avenue, 3A, Manhattan, NY 10022",MIDTOWN EAST,CONDO,2450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136262/47826493?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1073 1st Avenue, 32, Manhattan, NY 10022",MIDTOWN EAST,CONDO,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136261/47826498?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"140 East 46th Street, 11T, Manhattan, NY 10017",MIDTOWN EAST,CONDO,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136260/47826293?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"162 East 55th Street, 6F, Manhattan, NY 10022",MIDTOWN EAST,CONDO,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136259/47826233?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"159 East 55th Street, 1A, Manhattan, NY 10022",MIDTOWN EAST,CONDO,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136258/47826090?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"517 3rd Avenue, 7, Manhattan, NY 10016",MURRAY HILL,CONDO,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136257/47825955?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"207 East 27th Street, PHC, Manhattan, NY 10016",GRAMERCY,CONDO,5250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136254/47994225?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"101-13 Ascan Avenue, 3FL, Queens, NY 11375",FOREST HILLS,TOWNHOUSE,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136252/47825023?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Dgsir Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"524 Henry Street, 3, Brooklyn, NY 11231",CARROLL GARDENS,CONDO,3750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136251/47824729?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"440 East 78th Street, 5H, Manhattan, NY 10075",UPPER EAST SIDE,CONDO,2900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136250/47984263?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"20 Suydam Street, 3, Brooklyn, NY 11221",BUSHWICK,CONDO,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136249/47821248?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"235 East 57th Street, 8B, Manhattan, NY 10022",MIDTOWN CENTER,CO-OP,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136246/47858322?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"412 West 25th Street, 4A, Manhattan, NY 10001",MANHATTAN,CONDO,3780,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136245/48051940?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Spire Group Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Columbus Avenue, Manhattan, NY 10025",UPPER WEST SIDE,CONDO,4970,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143890/52971859?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"36 East 22nd Street, 2, Manhattan, NY 10010",FLATIRON,CONDO,16500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136239/47817645?w=3840&q=75,2,3,Not listed,Not listed,Courtesy of Sothebys International Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"310 East 46th Street, 12G, Manhattan, NY 10017",TURTLE BAY,CO-OP,4450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136237/47815329?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 51st Street, Manhattan, NY 10022",TURTLE BAY,CONDO,4360,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143884/52888548?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"215 East 80th Street, 8F, Manhattan, NY 10021",YORKVILLE,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136235/48010937?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Broadway, Manhattan, NY 10019",MIDTOWN,CONDO,6040,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143879/52710020?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"70 Pine Street, 2705, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,5290,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136232/48144933?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"240 East 86th Street, PHE, Manhattan, NY 10028",UPPER EAST SIDE,CONDO,4332,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136231/48016204?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 34th Street, Manhattan, NY 10001",HUDSON YARDS,CONDO,4330,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143869/53005730?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"428 West 46th Street, D, Manhattan, NY 10036",HELLS KITCHEN,CO-OP,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136227/47969039?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Modlin Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"175 West 93rd Street, 9E, Manhattan, NY 10025",UPPER WEST SIDE,CO-OP,3750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136226/47812603?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Modlin Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 89th Street, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,7210,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143867/53005162?w=3840&q=75,2,2,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"90-02 Queens Boulevard, 313, Queens, NY 11373",ELMHURST,CONDO,2672,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/136213/47812659?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Vertical Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 33rd Street, Manhattan, NY 10016",KIPS,CONDO,4590,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/143854/52970118?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"500 East 89th Street, 1A, Manhattan, NY 10128",YORKVILLE,CONDO,2330,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7730416/mediarouting.vestahub.com/Media/140480988?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2316 Clarendon Road, 2E, Brooklyn, NY 11226",FLATBUSH,APARTMENT BUILDING,2446,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7730415/mediarouting.vestahub.com/Media/140480980?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"23 East 10th Street, 305, Manhattan, NY 10003",GREENWICH VILLAGE,CO-OP,5995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7730395/mediarouting.vestahub.com/Media/140477924?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"465 West 23rd Street, 14E, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CO-OP,4400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7728057/mediarouting.vestahub.com/Media/140476309?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Astor Place, Manhattan, NY 10003",NOHO,APARTMENT BUILDING,3600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2286782/mediarouting.vestahub.com/Media/140514489?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"East 38th Street, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,3850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2287035/mediarouting.vestahub.com/Media/140607412?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
