address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"802 Ninth Avenue, 3B, Manhattan, NY 10019",CLINTON,APARTMENT BUILDING,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708651/mediarouting.vestahub.com/Media/138585434?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"156 Columbus Avenue, 5S, Manhattan, NY 10023",UPPER WEST SIDE,MULTI-FAMILY TOWNHOUSE,4900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708579/mediarouting.vestahub.com/Media/138580127?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"400 East 67th Street, 17A, Manhattan, NY 10065",UPPER EAST SIDE,CONDO,16000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708559/mediarouting.vestahub.com/Media/138581147?w=3840&q=75,3,3,1,1980,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"267 Pacific Street, PHE, Brooklyn, NY 11201",COBBLE HILL,APARTMENT BUILDING,7500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708502/mediarouting.vestahub.com/Media/138577810?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"292 Leonard Street, 2, Brooklyn, NY 11211",WILLIAMSBURG,MULTI-FAMILY TOWNHOUSE,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708393/mediarouting.vestahub.com/Media/138577781?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"699 Halsey Street, 1, Brooklyn, NY 11233",BEDFORD - STUYVESANT,MULTI-FAMILY TOWNHOUSE,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708370/mediarouting.vestahub.com/Media/138579973?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"400 East 14th Street, 3D, Manhattan, NY 10009",EAST VILLAGE,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708303/mediarouting.vestahub.com/Media/138578711?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"225 West 83rd Street, 3T, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,17995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708219/mediarouting.vestahub.com/Media/138763773?w=3840&q=75,3,2,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"160 East 3rd Street, 3C, Manhattan, NY 10009",EAST VILLAGE,CO-OP,3850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7707235/mediarouting.vestahub.com/Media/138578894?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"300 West 30th Street, 14B, Manhattan, NY 10001",CHELSEA/HUDSON YARDS,CONDO,6000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7707115/mediarouting.vestahub.com/Media/138688698?w=3840&q=75,1,1,Not listed,620,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2 Northside Piers, 18H, Brooklyn, NY 11249",WILLIAMSBURG,CONDO,7695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7707000/mediarouting.vestahub.com/Media/138591058?w=3840&q=75,2,2,Not listed,1234,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"631 Nostrand Avenue, 3A, Brooklyn, NY 11216",CROWN HEIGHTS,RESIDENTIAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7698637/mediarouting.vestahub.com/Media/138546447?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"631 Nostrand Avenue, 2A, Brooklyn, NY 11216",CROWN HEIGHTS,RESIDENTIAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7698634/mediarouting.vestahub.com/Media/138582555?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"221 East 117th Street, Manhattan, NY 10035",EAST HARLEM,SINGLE FAMILY TOWNHOUSE,2965,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"East 22nd Street, Manhattan, NY 10010",GRAMERCY,APARTMENT BUILDING,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277657/mediarouting.vestahub.com/Media/138990011?w=3840&q=75,Not listed,1,Not listed,390,Not listed,Not listed
"West 109th Street, Manhattan, NY 10025",UPPER WEST SIDE,APARTMENT BUILDING,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276056/mediarouting.vestahub.com/Media/138659823?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"Riverside Boulevard, Manhattan, NY 10069",UPPER WEST SIDE,APARTMENT BUILDING,3601,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2274087/mediarouting.vestahub.com/Media/138582689?w=3840&q=75,Not listed,1,Not listed,415,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,7575,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276124/mediarouting.vestahub.com/Media/138665122?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,4875,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275909/mediarouting.vestahub.com/Media/138652404?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,4950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276081/mediarouting.vestahub.com/Media/138659998?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Bell Slip, Brooklyn, NY 11222",GREENPOINT,APARTMENT BUILDING,3109,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2273962/mediarouting.vestahub.com/Media/138581202?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Willoughby Street, Brooklyn, NY 11201",DOWNTOWN BROOKLYN,APARTMENT BUILDING,3893,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277691/mediarouting.vestahub.com/Media/138998018?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West End Avenue, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,4250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276696/mediarouting.vestahub.com/Media/138706426?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Tiemann Place, Manhattan, NY 10027",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,2636,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2274695/mediarouting.vestahub.com/Media/138598099?w=3840&q=75,1,1,Not listed,400,Not listed,Not listed
"East 46th Street, Manhattan, NY 10017",MIDTOWN EAST,APARTMENT BUILDING,5995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276514/mediarouting.vestahub.com/Media/138694179?w=3840&q=75,1,2,Not listed,Not listed,Not listed,Not listed
"York Avenue, Manhattan, NY 10128",UPPER EAST SIDE,APARTMENT BUILDING,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277337/mediarouting.vestahub.com/Media/138909350?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"East 102Nd Street, Manhattan, NY 10029",EAST HARLEM,APARTMENT BUILDING,3049,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275822/mediarouting.vestahub.com/Media/138641283?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Claremont Avenue, Manhattan, NY 10027",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,4409,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277265/mediarouting.vestahub.com/Media/138799900?w=3840&q=75,4,1,Not listed,1000,Not listed,Not listed
"West 51st Street, Manhattan, NY 10019",CLINTON,MULTI-FAMILY TOWNHOUSE,9950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2276311/mediarouting.vestahub.com/Media/138679148?w=3840&q=75,4,2,Not listed,Not listed,Not listed,Not listed
"West 14th Street, Manhattan, NY 10011",WEST VILLAGE,CONDO,5700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275858/mediarouting.vestahub.com/Media/138645858?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Rector Place, Manhattan, NY 10280",BATTERY PARK CITY,CONDO,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275861/mediarouting.vestahub.com/Media/138645862?w=3840&q=75,1,1,Not listed,683,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",UPPER WEST SIDE,CO-OP,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275866/mediarouting.vestahub.com/Media/138645869?w=3840&q=75,2,1,Not listed,900,Not listed,Not listed
"WEST 86TH STREET, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275856/mediarouting.vestahub.com/Media/138645848?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"East 96th Street, Manhattan, NY 10128",CARNEGIE HILL,CO-OP,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275859/mediarouting.vestahub.com/Media/138645860?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 18th Street, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CONDO,12750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275851/mediarouting.vestahub.com/Media/138645827?w=3840&q=75,3,2,Not listed,Not listed,Not listed,Not listed
"East 64th Street, Manhattan, NY 10065",UPPER EAST SIDE,CO-OP,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275862/mediarouting.vestahub.com/Media/138645863?w=3840&q=75,1,1,Not listed,895,Not listed,Not listed
"West 94th Street, Manhattan, NY 10025",UPPER WEST SIDE,CO-OP,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275864/mediarouting.vestahub.com/Media/138645867?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"third Avenue, Manhattan, NY 10016",KIPS BAY,APARTMENT BUILDING,6145,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275855/mediarouting.vestahub.com/Media/138645846?w=3840&q=75,3,1,Not listed,Not listed,Not listed,Not listed
"third Avenue, Manhattan, NY 10016",KIPS BAY,APARTMENT BUILDING,3975,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275865/mediarouting.vestahub.com/Media/138645868?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"West 84th Street, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275853/mediarouting.vestahub.com/Media/138645841?w=3840&q=75,3,1,Not listed,1005,Not listed,Not listed
"West 71st Street, Manhattan, NY 10023",UPPER WEST SIDE,CO-OP,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275868/mediarouting.vestahub.com/Media/138645872?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Seventh Avenue, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CONDO,6200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275854/mediarouting.vestahub.com/Media/138645843?w=3840&q=75,1,1,Not listed,787,Not listed,Not listed
"West 17th Street, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CO-OP,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275863/mediarouting.vestahub.com/Media/138645865?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"East 72nd Street, Manhattan, NY 10021",UPPER EAST SIDE,CONDO,4850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275860/mediarouting.vestahub.com/Media/138645873?w=3840&q=75,1,1,Not listed,685,Not listed,Not listed
"Sixth Avenue, Manhattan, NY 10014",WEST VILLAGE,CO-OP,7495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275852/mediarouting.vestahub.com/Media/138645839?w=3840&q=75,2,1,Not listed,Not listed,Not listed,Not listed
"Park Avenue South, Manhattan, NY 10010",FLATIRON,CONDO,5950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275857/mediarouting.vestahub.com/Media/138645856?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 71st Street, Manhattan, NY 10023",UPPER WEST SIDE,CO-OP,2900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275867/mediarouting.vestahub.com/Media/138645870?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"East 96th Street, Manhattan, NY 10128",UPPER EAST SIDE,CONDOP,5250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2275850/mediarouting.vestahub.com/Media/138645849?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"20-60 45th Street, 1, Long Island City, NY 11105",LONG ISLAND CITY,RENTAL,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499454/d79e446c4b850650625e8ed095863ed6?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Realty Executives Today,Not listed
"455 New Lots Avenue, 4, East New York, NY 11207",EAST NEW YORK,COMMERCIAL,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499338/62544fb9f3f6dcb158ffa28dc36b4209?w=3840&q=75,Not listed,Not listed,Not listed,Not listed,Courtesy of Homesmart Premier Living Rlty,Not listed
"Address Withheld By Seller, East New York, NY 11208",EAST NEW YORK,RENTAL,2696,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499270/90c8b9acfe8f13580d075205861551aa?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Harmony Homes Rlty Group Llc,Not listed
"740 E 94th Street, 1, Canarsie, NY 11236",CANARSIE,RENTAL,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499235/d48edb57a23bcf586191d31dd67649d6?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Homesmart Crossisland,Not listed
"520 Cleveland Street, Fl, East New York, NY 11208",EAST NEW YORK,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3499224/bb0aae985ec99259bdaf5f603c9d98dd?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Exit Realty Prime,Not listed
"313 East 95th Street, 26, Manhattan, NY 10128",MANHATTAN,RENTAL,3250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45910/22529798?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"42 Grove Street, 4B, Manhattan, NY 10014",WEST VILLAGE,RENTAL,4150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45931/21706482?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Living New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"19 East 80th Street, 3E, Manhattan, NY 10075",UPPER EAST SIDE,CONDO,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47094/22216495?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1099 Barbey Street, 1, Brooklyn, NY 11207",EAST NEW YORK,CO-OP,1800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/47093/21204347?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"431 East 6th Street, G1, Manhattan, NY 10009",E. GREENWICH VILLAGE,CO-OP,8000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46943/21960195?w=3840&q=75,1,2,Not listed,1500,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"187 East 4th Street, 2K, Manhattan, NY 10009",E. GREENWICH VILLAGE,RENTAL,8550,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46737/21797985?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"159 West 118th Street, 4D, Manhattan, NY 10026",MT. MORRIS PARK,CONDO,3100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46601/22726681?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of The Agency Brokerage,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"105 South 2nd Street, 2, Brooklyn, NY 11211",WILLIAMSBURG,RENTAL,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46138/21114779?w=3840&q=75,2,1,Not listed,800,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"31-35 31st Street, 506, Queens, NY 11106",ASTORIA,CONDO,3000,https://api-prod.corelogic.com/trestle/Media/REBNY/Property/PHOTO-jpeg/1043753809/1/NTk0Mi80NzM4LzIw/MjAvMTA4MzcvMTY5Mjk2MTIxNQ/UeHQk_qeGtUW9YOgI6ydZ4b2xP610YTRF3XFlSF96UM?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass Greater Ny Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"120 Greenwich Street, 7A, Manhattan, NY 10006",FINANCIAL DISTRICT,CONDO,3998,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45907/21526602?w=3840&q=75,1,1,Not listed,568,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"115 Charles Street, 1, Manhattan, NY 10014",W. GREENWICH VILLAGE,CO-OP,3950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45922/21520523?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"55 West 25th Street, 12D, Manhattan, NY 10010",NOMAD,RENTAL,9975,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45929/22617106?w=3840&q=75,2,2,Not listed,1008,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"87 Smith Street, 11F, Brooklyn, NY 11201",BOERUM HILL,CONDO,5900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45908/20919341?w=3840&q=75,2,2,Not listed,1078,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"135 Willow Street, 702, Brooklyn, NY 11201",BROOKLYN HEIGHTS,CO-OP,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46151/21211782?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"441 63rd Street, 1R, Brooklyn, NY 11220",SUNSET PARK,TOWNHOUSE,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46468/21794566?w=3840&q=75,1,1,Not listed,700,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"550 Prospect Place, 504, Brooklyn, NY 11238",CROWN HEIGHTS,RENTAL,3950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46087/21463739?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"554 West 54th Street, 27B, Manhattan, NY 10019",CLINTON,RENTAL,7242,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"123-16 25th Avenue, 2F, Queens, NY 11356",ASTORIA,TOWNHOUSE,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45960/22745323?w=3840&q=75,3,2,Not listed,1100,Courtesy of Bc Realty Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"234 East 23rd Street, 3B, Manhattan, NY 10010",GRAMERCY PARK,CONDO,6100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46135/21157959?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"540 West 28th Street, 5G, Manhattan, NY 10001",CHELSEA,CONDO,3850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45906/20905623?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"152 Thompson Street, 2B, Manhattan, NY 10012",SOHO,RENTAL,6100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46407/22135856?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"50 Livingston Street, 3, Brooklyn, NY 11201",BROOKLYN HEIGHTS,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46136/21563844?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"626 First Avenue, W36H, Manhattan, NY 10016",MURRAY HILL,RENTAL,5921,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46383/21787779?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"108 Leonard Street, 14A, Manhattan, NY 10013",TRIBECA,CONDO,18000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46134/21208488?w=3840&q=75,2,3,1,2217,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"560 West 43rd Street, 17H, Manhattan, NY 10036",HELL'S KITCHEN,RENTAL,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45952/21185646?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"30 Washington Street, 2D, Brooklyn, NY 11201",DUMBO,RENTAL,6895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/45955/21186696?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"4545 Center Boulevard, 3113, Queens, NY 11109",LONG ISLAND CITY,CONDOP,4495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/46157/22532965?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rent Ny Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
